time,temperature_2m,relativehumidity_2m,precipitation,fetch_time,day,month,hour
2025-04-12 06:00:00,30.5,54,0.0,2025-04-09 10:48:12,12,4,6
2025-04-12 07:00:00,32.4,48,0.0,2025-04-09 10:48:12,12,4,7
2025-04-12 08:00:00,34.0,42,0.0,2025-04-09 10:48:12,12,4,8
2025-04-12 09:00:00,34.4,40,0.0,2025-04-09 10:48:12,12,4,9
2025-04-12 10:00:00,32.9,45,1.3,2025-04-09 10:48:12,12,4,10
2025-04-12 11:00:00,30.1,54,1.3,2025-04-09 10:48:12,12,4,11
2025-04-12 12:00:00,27.9,62,1.3,2025-04-09 10:48:12,12,4,12
2025-04-12 13:00:00,27.0,67,0.0,2025-04-09 10:48:12,12,4,13
2025-04-12 14:00:00,26.6,70,0.0,2025-04-09 10:48:12,12,4,14
2025-04-12 15:00:00,26.2,73,0.0,2025-04-09 10:48:12,12,4,15
2025-04-12 16:00:00,25.6,75,0.0,2025-04-09 10:48:12,12,4,16
2025-04-12 17:00:00,25.0,77,0.0,2025-04-09 10:48:12,12,4,17
2025-04-12 18:00:00,24.6,77,0.0,2025-04-09 10:48:12,12,4,18
2025-04-12 19:00:00,24.6,75,0.0,2025-04-09 10:48:12,12,4,19
2025-04-12 20:00:00,24.7,73,0.0,2025-04-09 10:48:12,12,4,20
2025-04-12 21:00:00,24.6,72,0.0,2025-04-09 10:48:12,12,4,21
2025-04-12 22:00:00,23.8,75,0.0,2025-04-09 10:48:12,12,4,22
2025-04-12 23:00:00,22.7,81,0.0,2025-04-09 10:48:12,12,4,23
2025-04-13 00:00:00,22.3,83,0.0,2025-04-09 10:48:12,13,4,0
2025-04-13 01:00:00,23.0,80,0.0,2025-04-09 10:48:12,13,4,1
2025-04-13 02:00:00,24.3,74,0.0,2025-04-09 10:48:12,13,4,2
2025-04-13 03:00:00,26.0,67,0.0,2025-04-09 10:48:12,13,4,3
2025-04-13 04:00:00,28.2,59,0.0,2025-04-09 10:48:12,13,4,4
2025-04-13 05:00:00,30.7,50,0.0,2025-04-09 10:48:12,13,4,5
2025-04-13 06:00:00,32.8,43,0.0,2025-04-09 10:48:12,13,4,6
2025-04-13 07:00:00,34.0,38,0.0,2025-04-09 10:48:12,13,4,7
2025-04-13 08:00:00,34.7,34,0.0,2025-04-09 10:48:12,13,4,8
2025-04-13 09:00:00,35.1,32,0.0,2025-04-09 10:48:12,13,4,9
2025-04-13 10:00:00,35.3,30,0.0,2025-04-09 10:48:12,13,4,10
2025-04-13 11:00:00,35.1,30,0.0,2025-04-09 10:48:12,13,4,11
2025-04-13 12:00:00,34.5,31,0.0,2025-04-09 10:48:12,13,4,12
2025-04-13 13:00:00,33.1,36,0.0,2025-04-09 10:48:12,13,4,13
2025-04-13 14:00:00,31.1,44,0.0,2025-04-09 10:48:12,13,4,14
2025-04-13 15:00:00,29.5,49,0.0,2025-04-09 10:48:12,13,4,15
2025-04-13 16:00:00,28.8,51,0.0,2025-04-09 10:48:12,13,4,16
2025-04-13 17:00:00,28.4,50,0.0,2025-04-09 10:48:12,13,4,17
2025-04-13 18:00:00,28.0,50,0.0,2025-04-09 10:48:12,13,4,18
2025-04-13 19:00:00,27.5,51,0.0,2025-04-09 10:48:12,13,4,19
2025-04-13 20:00:00,27.1,52,0.0,2025-04-09 10:48:12,13,4,20
2025-04-13 21:00:00,26.6,53,0.0,2025-04-09 10:48:12,13,4,21
2025-04-13 22:00:00,25.9,55,0.0,2025-04-09 10:48:12,13,4,22
2025-04-13 23:00:00,25.2,57,0.0,2025-04-09 10:48:12,13,4,23
2025-04-14 00:00:00,25.0,58,0.0,2025-04-09 10:48:12,14,4,0
2025-04-14 01:00:00,25.4,58,0.0,2025-04-09 10:48:12,14,4,1
2025-04-14 02:00:00,26.2,58,0.0,2025-04-09 10:48:12,14,4,2
2025-04-14 03:00:00,27.5,55,0.0,2025-04-09 10:48:12,14,4,3
2025-04-14 04:00:00,29.9,49,0.0,2025-04-09 10:48:12,14,4,4
2025-04-14 05:00:00,32.8,40,0.0,2025-04-09 10:48:12,14,4,5
2025-04-14 06:00:00,35.1,34,0.0,2025-04-09 10:48:12,14,4,6
2025-04-14 07:00:00,36.3,31,0.0,2025-04-09 10:48:12,14,4,7
2025-04-14 08:00:00,36.9,30,0.0,2025-04-09 10:48:12,14,4,8
2025-04-14 09:00:00,37.2,29,0.0,2025-04-09 10:48:12,14,4,9
2025-04-14 10:00:00,37.3,29,0.0,2025-04-09 10:48:12,14,4,10
2025-04-14 11:00:00,37.2,29,0.0,2025-04-09 10:48:12,14,4,11
2025-04-14 12:00:00,36.6,31,0.0,2025-04-09 10:48:12,14,4,12
2025-04-14 13:00:00,35.5,35,0.0,2025-04-09 10:48:12,14,4,13
2025-04-14 14:00:00,34.0,41,0.0,2025-04-09 10:48:12,14,4,14
2025-04-14 15:00:00,32.6,46,0.0,2025-04-09 10:48:12,14,4,15
2025-04-14 16:00:00,31.3,50,0.0,2025-04-09 10:48:12,14,4,16
2025-04-14 17:00:00,30.0,54,0.0,2025-04-09 10:48:12,14,4,17
2025-04-14 18:00:00,28.8,58,0.0,2025-04-09 10:48:12,14,4,18
2025-04-14 19:00:00,27.9,61,0.0,2025-04-09 10:48:12,14,4,19
2025-04-14 20:00:00,27.1,63,0.0,2025-04-09 10:48:12,14,4,20
2025-04-14 21:00:00,26.4,65,0.0,2025-04-09 10:48:12,14,4,21
2025-04-14 22:00:00,25.7,67,0.0,2025-04-09 10:48:12,14,4,22
2025-04-14 23:00:00,25.2,68,0.0,2025-04-09 10:48:12,14,4,23
2025-04-15 00:00:00,25.1,68,0.0,2025-04-09 10:48:12,15,4,0
2025-04-15 01:00:00,25.5,66,0.0,2025-04-09 10:48:12,15,4,1
2025-04-15 02:00:00,26.4,63,0.0,2025-04-09 10:48:12,15,4,2
2025-04-15 03:00:00,27.9,59,0.0,2025-04-09 10:48:12,15,4,3
2025-04-15 04:00:00,30.2,52,0.0,2025-04-09 10:48:12,15,4,4
2025-04-15 05:00:00,33.0,44,0.0,2025-04-09 10:48:12,15,4,5
2025-04-15 06:00:00,35.3,38,0.0,2025-04-09 10:48:12,15,4,6
2025-04-15 07:00:00,36.8,34,0.0,2025-04-09 10:48:12,15,4,7
2025-04-15 08:00:00,37.8,32,0.0,2025-04-09 10:48:12,15,4,8
2025-04-15 09:00:00,38.4,30,0.0,2025-04-09 10:48:12,15,4,9
2025-04-15 10:00:00,38.6,29,0.0,2025-04-09 10:48:12,15,4,10
2025-04-15 11:00:00,38.4,29,0.0,2025-04-09 10:48:12,15,4,11
2025-04-15 12:00:00,37.6,31,0.0,2025-04-09 10:48:12,15,4,12
2025-04-15 13:00:00,35.9,37,0.0,2025-04-09 10:48:12,15,4,13
2025-04-15 14:00:00,33.6,44,0.0,2025-04-09 10:48:12,15,4,14
2025-04-15 15:00:00,31.6,51,0.0,2025-04-09 10:48:12,15,4,15
2025-04-15 16:00:00,30.3,56,0.0,2025-04-09 10:48:12,15,4,16
2025-04-15 17:00:00,29.3,60,0.0,2025-04-09 10:48:12,15,4,17
2025-04-15 18:00:00,28.5,63,0.0,2025-04-09 10:48:12,15,4,18
2025-04-15 19:00:00,27.8,65,0.0,2025-04-09 10:48:12,15,4,19
2025-04-15 20:00:00,27.4,66,0.0,2025-04-09 10:48:12,15,4,20
2025-04-15 21:00:00,27.0,67,0.0,2025-04-09 10:48:12,15,4,21
2025-04-15 22:00:00,26.4,69,0.0,2025-04-09 10:48:12,15,4,22
2025-04-15 23:00:00,25.8,70,0.0,2025-04-09 10:48:12,15,4,23
